"","ec5_parent_uuid.tree","ec5_parent_uuid","ec5_uuid","created_at.stem","uploaded_at.stem","title.stem","Stem_number","Stem_distance","Angle_to_base","Angle_to_canopy","Stem_girth","created_at.tree","uploaded_at.tree","title.tree","Quarter","Distance_SamplePoint","Tree_Sp","Tag","lat_GPS_Location_tree","long_GPS_Location_tree","accuracy_GPS_Location_tree","UTM_Northing_GPS_Location_tree","UTM_Easting_GPS_Location_tree","UTM_Zone_GPS_Location_tree","Picture_ID","created_at","uploaded_at","title","Group","Date","Woodland","Transect","Sampling_point","lat_Point_GPS","long_Point_GPS","accuracy_Point_GPS","UTM_Northing_Point_GPS","UTM_Easting_Point_GPS","UTM_Zone_Point_GPS","Precentage_cover","Species_number","Max_height","Dominant_sp","Quadrat_photo"
"324","c6e4fcb2-8db9-43eb-a08f-30513f6ee21e","e8703072-f478-4b81-bab7-0699da6e79cf","e5fc209b-5280-4ff7-afea-cb0a7ec7362d","2025-10-06T13:42:40.000Z","2025-10-06T16:39:02.000Z",2,2,15,6,34,123,"2025-10-06T13:37:34.000Z","2025-10-06T16:39:00.000Z","QI","QI",4.56,"Betula pendula (Silver Birch)",NA,51.412418,-0.648915,15,5698311,663497,"30U","","2025-10-06T13:34:46.000Z","2025-10-06T16:38:58.000Z","8 T1 P3","8","06/10/2025","Gunnes's Thicket","T1","P3",51.412383,-0.648875,5,5698307,663500,"30U",75,3,12,"ground-ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6e4fcb2-8db9-43eb-a08f-30513f6ee21e_1759757671.jpg"
"325","c6e4fcb2-8db9-43eb-a08f-30513f6ee21e","bd56206c-2037-46d2-8b20-116e548eff5f","56653400-92fd-470e-896e-bb201af525bf","2025-10-06T13:55:15.000Z","2025-10-06T16:39:14.000Z",1,1,10,11,64,103,"2025-10-06T13:54:38.000Z","2025-10-06T16:39:13.000Z","QIV","QIV",6.3,"Acer sp. (Maple)",NA,51.412418,-0.648964,14,5698311,663494,"30U","","2025-10-06T13:34:46.000Z","2025-10-06T16:38:58.000Z","8 T1 P3","8","06/10/2025","Gunnes's Thicket","T1","P3",51.412383,-0.648875,5,5698307,663500,"30U",75,3,12,"ground-ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6e4fcb2-8db9-43eb-a08f-30513f6ee21e_1759757671.jpg"
"326","c6e4fcb2-8db9-43eb-a08f-30513f6ee21e","7495e06e-0d49-488e-9528-2cbbab1953a9","c48fc896-29b3-446f-bdba-2ef6dffeca1c","2025-10-06T13:52:16.000Z","2025-10-06T16:39:11.000Z",4,4,10,9,43,90,"2025-10-06T13:50:40.000Z","2025-10-06T16:39:09.000Z","QIII","QIII",3.72,"Salix sp. (Willow)",NA,NA,NA,NA,NA,NA,"","","2025-10-06T13:34:46.000Z","2025-10-06T16:38:58.000Z","8 T1 P3","8","06/10/2025","Gunnes's Thicket","T1","P3",51.412383,-0.648875,5,5698307,663500,"30U",75,3,12,"ground-ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6e4fcb2-8db9-43eb-a08f-30513f6ee21e_1759757671.jpg"
"327","c6e4fcb2-8db9-43eb-a08f-30513f6ee21e","8b6dc11f-8cf3-4b4e-9471-50c2a065a03c","9fc825ad-80b5-456c-92dc-b9802e693779","2025-10-06T13:46:50.000Z","2025-10-06T16:39:06.000Z",1,1,10,12,47,45,"2025-10-06T13:44:08.000Z","2025-10-06T16:39:05.000Z","QII","QII",3.13,"Acer sp. (Maple)",NA,51.412372,-0.648895,13,5698306,663499,"30U","","2025-10-06T13:34:46.000Z","2025-10-06T16:38:58.000Z","8 T1 P3","8","06/10/2025","Gunnes's Thicket","T1","P3",51.412383,-0.648875,5,5698307,663500,"30U",75,3,12,"ground-ivy","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6e4fcb2-8db9-43eb-a08f-30513f6ee21e_1759757671.jpg"
"328","c849b3ef-1033-49b0-bac9-a6d44eb670cd","cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2","1ef3ae99-d945-4405-ba57-5d34c86143f4","2025-10-06T12:45:29.000Z","2025-10-06T14:07:22.000Z",2,2,10,4,69,74,"2025-10-06T12:43:52.000Z","2025-10-06T14:07:18.000Z","QIV","QIV",9.6,"Betula pendula (Silver Birch)",NA,NA,NA,NA,NA,NA,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2_1759754626.jpg","2025-10-06T12:29:09.000Z","2025-10-06T14:07:02.000Z","6 T1 P2","6","06/10/2025","Farm wood","T1","P2",51.414486,-0.650627,5,5698537,663371,"30U",100,3,33,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c849b3ef-1033-49b0-bac9-a6d44eb670cd_1759753729.jpg"
"329","c849b3ef-1033-49b0-bac9-a6d44eb670cd","c2918981-6928-4e48-b321-7cf695e379c8","107dad8a-e126-4feb-a964-2919b0a8c76c","2025-10-06T12:33:26.000Z","2025-10-06T14:07:07.000Z",1,1,10,6,69,130,"2025-10-06T12:31:41.000Z","2025-10-06T14:07:04.000Z","QI","QI",3,"Betula pendula (Silver Birch)",NA,51.414485,-0.650604,5,5698537,663372,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c2918981-6928-4e48-b321-7cf695e379c8_1759753874.jpg","2025-10-06T12:29:09.000Z","2025-10-06T14:07:02.000Z","6 T1 P2","6","06/10/2025","Farm wood","T1","P2",51.414486,-0.650627,5,5698537,663371,"30U",100,3,33,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c849b3ef-1033-49b0-bac9-a6d44eb670cd_1759753729.jpg"
"330","c849b3ef-1033-49b0-bac9-a6d44eb670cd","1dcb521b-15e4-45cd-b693-a345d52ad493","c7709dd6-d5f9-4296-a5e4-8eb7a891a18d","2025-10-06T12:42:39.000Z","2025-10-06T14:07:16.000Z",1,1,10,3,71,153,"2025-10-06T12:40:47.000Z","2025-10-06T14:07:13.000Z","QIII","QIII",12.3,"Betula pendula (Silver Birch)",NA,51.414503,-0.650813,5,5698539,663358,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1dcb521b-15e4-45cd-b693-a345d52ad493_1759754445.jpg","2025-10-06T12:29:09.000Z","2025-10-06T14:07:02.000Z","6 T1 P2","6","06/10/2025","Farm wood","T1","P2",51.414486,-0.650627,5,5698537,663371,"30U",100,3,33,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c849b3ef-1033-49b0-bac9-a6d44eb670cd_1759753729.jpg"
"331","c849b3ef-1033-49b0-bac9-a6d44eb670cd","cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2","c45e94c3-71fb-412d-9b71-f13138c7a356","2025-10-06T12:45:00.000Z","2025-10-06T14:07:20.000Z",1,1,10,4,67,59,"2025-10-06T12:43:52.000Z","2025-10-06T14:07:18.000Z","QIV","QIV",9.6,"Betula pendula (Silver Birch)",NA,NA,NA,NA,NA,NA,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2_1759754626.jpg","2025-10-06T12:29:09.000Z","2025-10-06T14:07:02.000Z","6 T1 P2","6","06/10/2025","Farm wood","T1","P2",51.414486,-0.650627,5,5698537,663371,"30U",100,3,33,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c849b3ef-1033-49b0-bac9-a6d44eb670cd_1759753729.jpg"
"332","c849b3ef-1033-49b0-bac9-a6d44eb670cd","8125d4da-054a-4619-b810-3d2f8fc07dae","6e2f1fda-0849-4432-9971-d0a9d1e781b0","2025-10-06T12:38:53.000Z","2025-10-06T14:07:11.000Z",1,1,10,10,65,230,"2025-10-06T12:36:59.000Z","2025-10-06T14:07:09.000Z","QII","QII",10,"Quercus robur (Pedunculated Oak)",1956,51.414415,-0.6506,5,5698529,663373,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8125d4da-054a-4619-b810-3d2f8fc07dae_1759754214.jpg","2025-10-06T12:29:09.000Z","2025-10-06T14:07:02.000Z","6 T1 P2","6","06/10/2025","Farm wood","T1","P2",51.414486,-0.650627,5,5698537,663371,"30U",100,3,33,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c849b3ef-1033-49b0-bac9-a6d44eb670cd_1759753729.jpg"
"333","c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b","75cf3f9f-35be-4eba-aef1-9fc1118845f9","5c8f1f40-fb76-494a-9025-e9cd9ee861bc","2025-10-06T14:44:43.000Z","2025-10-06T16:42:17.000Z",1,1,10,5,40,48,"2025-10-06T14:44:24.000Z","2025-10-06T16:42:15.000Z","QIII","QIII",3.1,"Acer pseudoplatanus (Sycamore)",NA,51.410836,-0.652171,6,5698128,663276,"30U","","2025-10-06T14:38:55.000Z","2025-10-06T16:42:07.000Z","4 T2 P1","4","06/10/2025","Gunnes's Thicket","T2","P1",51.411029,-0.652042,11,5698150,663285,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b_1759761441.jpg"
"334","c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b","270727f7-9bf5-40b1-ae45-5689e1e08454","c2e86583-5b0a-48bf-b779-c96868fd8c13","2025-10-06T14:40:02.000Z","2025-10-06T16:42:10.000Z",1,1,10,10,30,30,"2025-10-06T14:39:21.000Z","2025-10-06T16:42:09.000Z","QI","QI",2.4,"Acer pseudoplatanus (Sycamore)",NA,51.410862,-0.652135,13,5698131,663279,"30U","","2025-10-06T14:38:55.000Z","2025-10-06T16:42:07.000Z","4 T2 P1","4","06/10/2025","Gunnes's Thicket","T2","P1",51.411029,-0.652042,11,5698150,663285,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b_1759761441.jpg"
"335","c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b","042f3ad8-622b-43d6-abb8-013700aadd9b","6233f352-d17b-44b7-8a0d-dc18a2ab92e7","2025-10-06T14:41:44.000Z","2025-10-06T16:42:13.000Z",1,1,10,13,39,48,"2025-10-06T14:41:18.000Z","2025-10-06T16:42:12.000Z","QII","QII",4.8,"Acer pseudoplatanus (Sycamore)",NA,51.410888,-0.652198,12,5698134,663274,"30U","","2025-10-06T14:38:55.000Z","2025-10-06T16:42:07.000Z","4 T2 P1","4","06/10/2025","Gunnes's Thicket","T2","P1",51.411029,-0.652042,11,5698150,663285,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b_1759761441.jpg"
"336","c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b","8b452312-291f-4c23-b0fc-077b9bafcfbf","c2e0a7d5-64a0-4b25-bb44-99f5eb3ec434","2025-10-06T14:47:06.000Z","2025-10-06T16:42:20.000Z",1,1,15,2,34,54,"2025-10-06T14:46:46.000Z","2025-10-06T16:42:19.000Z","QIV","QIV",6,"Betula pendula (Silver Birch)",NA,51.410869,-0.652157,11,5698132,663277,"30U","","2025-10-06T14:38:55.000Z","2025-10-06T16:42:07.000Z","4 T2 P1","4","06/10/2025","Gunnes's Thicket","T2","P1",51.411029,-0.652042,11,5698150,663285,"30U",0,0,0,"","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c97c24fb-d5e6-443f-9e34-3cf8bb4f2c2b_1759761441.jpg"
"337","ccf91cb4-2c29-4bf8-a636-d616244d5f7d","935cbad8-ce84-4ab1-88a8-a3a86dbe81d1","c556c15e-3634-4a79-9489-06f36cb2764e","2025-10-06T14:26:17.000Z","2025-10-06T16:30:28.000Z",1,1,10,6,68,105,"2025-10-06T14:24:31.000Z","2025-10-06T16:30:26.000Z","QIV","QIV",3.6,"Betula pendula (Silver Birch)",NA,51.414617,-0.645131,26,5698564,663752,"30U","","2025-10-06T13:51:17.000Z","2025-10-06T16:30:14.000Z","3 T1 P3","3","06/10/2025","Nash's Copse","T1","P3",51.41453,-0.64504,5,5698555,663759,"30U",10,1,6,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ccf91cb4-2c29-4bf8-a636-d616244d5f7d_1759758669.jpg"
"338","ccf91cb4-2c29-4bf8-a636-d616244d5f7d","38c47bfb-bce3-4efd-b73b-2f9d17f65459","b418dada-8fd3-435e-9a66-c77aa7a4c86d","2025-10-06T14:22:31.000Z","2025-10-06T16:30:24.000Z",1,1,10,6,78,97,"2025-10-06T14:20:54.000Z","2025-10-06T16:30:22.000Z","QIII","QIII",2.4,"Betula pendula (Silver Birch)",NA,51.414655,-0.645168,32,5698568,663750,"30U","","2025-10-06T13:51:17.000Z","2025-10-06T16:30:14.000Z","3 T1 P3","3","06/10/2025","Nash's Copse","T1","P3",51.41453,-0.64504,5,5698555,663759,"30U",10,1,6,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ccf91cb4-2c29-4bf8-a636-d616244d5f7d_1759758669.jpg"
"339","ccf91cb4-2c29-4bf8-a636-d616244d5f7d","18b78868-60dc-4159-a5fc-88576d858e87","ae7b552d-5f65-4b16-a438-cad13b00779a","2025-10-06T14:19:53.000Z","2025-10-06T16:30:20.000Z",1,1,10,10,48,47,"2025-10-06T14:17:02.000Z","2025-10-06T16:30:19.000Z","QII","QII",5.9,"Sorbus aucuparia (Rowan)",NA,51.414534,-0.645272,24,5698555,663743,"30U","","2025-10-06T13:51:17.000Z","2025-10-06T16:30:14.000Z","3 T1 P3","3","06/10/2025","Nash's Copse","T1","P3",51.41453,-0.64504,5,5698555,663759,"30U",10,1,6,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ccf91cb4-2c29-4bf8-a636-d616244d5f7d_1759758669.jpg"
"340","ccf91cb4-2c29-4bf8-a636-d616244d5f7d","929652fa-9ae5-41dc-9004-13cebac13584","cfe32a0f-ea39-4172-b7c6-4afab275c105","2025-10-06T14:15:00.000Z","2025-10-06T16:30:17.000Z",1,1,10,5,57,84,"2025-10-06T14:13:21.000Z","2025-10-06T16:30:16.000Z","QI","QI",1.5,"Betula pendula (Silver Birch)",NA,51.414538,-0.645118,23,5698555,663754,"30U","","2025-10-06T13:51:17.000Z","2025-10-06T16:30:14.000Z","3 T1 P3","3","06/10/2025","Nash's Copse","T1","P3",51.41453,-0.64504,5,5698555,663759,"30U",10,1,6,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ccf91cb4-2c29-4bf8-a636-d616244d5f7d_1759758669.jpg"
"341","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","ca804355-c7d1-4c51-9b47-f7a5f0ddf0df","47b9eef2-9eeb-4365-87ff-b51e4b185452","2025-10-06T14:16:01.000Z","2025-10-06T16:42:04.000Z",2,2,NA,NA,NA,40,"2025-10-06T14:12:47.000Z","2025-10-06T16:42:01.000Z","QIV","QIV",3,"Salix sp. (Willow)",NA,51.412039,-0.650734,18,5698265,663372,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"342","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","2e0b0399-0103-4308-98a9-c7ae09a47e44","780a8544-9464-4a13-8c26-b4cbf22d8179","2025-10-06T14:08:12.000Z","2025-10-06T16:41:57.000Z",3,3,NA,NA,NA,119,"2025-10-06T14:06:56.000Z","2025-10-06T16:41:53.000Z","QIII","QIII",8.5,"Alnus sp (Alder)",NA,51.411977,-0.650618,9,5698258,663380,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"343","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","d9e8a647-5708-4310-ba16-7fbb876ccaca","4956b983-7d15-438c-bde4-cf9b6e1dae41","2025-10-06T13:55:53.000Z","2025-10-06T16:41:44.000Z",3,3,NA,NA,NA,70,"2025-10-06T13:54:40.000Z","2025-10-06T16:41:39.000Z","QI","QI",9.6,"Alnus sp (Alder)",NA,51.411999,-0.650722,6,5698261,663373,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"344","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","2e0b0399-0103-4308-98a9-c7ae09a47e44","e5356ec7-dea3-477b-9b95-bef782d02583","2025-10-06T14:07:23.000Z","2025-10-06T16:41:54.000Z",1,1,NA,NA,NA,150,"2025-10-06T14:06:56.000Z","2025-10-06T16:41:53.000Z","QIII","QIII",8.5,"Alnus sp (Alder)",NA,51.411977,-0.650618,9,5698258,663380,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"345","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","d9e8a647-5708-4310-ba16-7fbb876ccaca","6d80c643-d92e-4042-933e-985a689e9a10","2025-10-06T13:55:28.000Z","2025-10-06T16:41:42.000Z",2,2,NA,NA,NA,124,"2025-10-06T13:54:40.000Z","2025-10-06T16:41:39.000Z","QI","QI",9.6,"Alnus sp (Alder)",NA,51.411999,-0.650722,6,5698261,663373,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"346","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","ca804355-c7d1-4c51-9b47-f7a5f0ddf0df","1ffdc12c-f2e8-41a4-bb12-13fd80bfa4a6","2025-10-06T14:15:19.000Z","2025-10-06T16:42:02.000Z",1,1,10,13,21,30,"2025-10-06T14:12:47.000Z","2025-10-06T16:42:01.000Z","QIV","QIV",3,"Salix sp. (Willow)",NA,51.412039,-0.650734,18,5698265,663372,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"347","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","2e0b0399-0103-4308-98a9-c7ae09a47e44","8838094d-52a4-477d-a875-016d3898a9c6","2025-10-06T14:07:33.000Z","2025-10-06T16:41:56.000Z",2,2,NA,NA,NA,170,"2025-10-06T14:06:56.000Z","2025-10-06T16:41:53.000Z","QIII","QIII",8.5,"Alnus sp (Alder)",NA,51.411977,-0.650618,9,5698258,663380,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"348","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","d9e8a647-5708-4310-ba16-7fbb876ccaca","11cef1a3-bd50-4c55-8276-521f9f9404e3","2025-10-06T13:56:28.000Z","2025-10-06T16:41:46.000Z",4,4,NA,NA,NA,63,"2025-10-06T13:54:40.000Z","2025-10-06T16:41:39.000Z","QI","QI",9.6,"Alnus sp (Alder)",NA,51.411999,-0.650722,6,5698261,663373,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"349","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","2e0b0399-0103-4308-98a9-c7ae09a47e44","55f0c4e1-e7bd-46b6-a149-6092e5b1d528","2025-10-06T14:08:40.000Z","2025-10-06T16:41:59.000Z",4,4,10,10,58,90,"2025-10-06T14:06:56.000Z","2025-10-06T16:41:53.000Z","QIII","QIII",8.5,"Alnus sp (Alder)",NA,51.411977,-0.650618,9,5698258,663380,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"350","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","d9e8a647-5708-4310-ba16-7fbb876ccaca","e1eb2cd1-5363-4b5e-82d4-f23c86b8bbb2","2025-10-06T13:56:52.000Z","2025-10-06T16:41:47.000Z",5,5,10,10,65,110,"2025-10-06T13:54:40.000Z","2025-10-06T16:41:39.000Z","QI","QI",9.6,"Alnus sp (Alder)",NA,51.411999,-0.650722,6,5698261,663373,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"351","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","b334e3ca-9927-44f1-8f98-8d628127ef1a","4580250c-4345-4cd9-94a6-41be196ff461","2025-10-06T14:00:47.000Z","2025-10-06T16:41:51.000Z",1,1,10,10,70,160,"2025-10-06T13:59:33.000Z","2025-10-06T16:41:49.000Z","QII","QII",8,"Alnus sp (Alder)",NA,51.412058,-0.650617,13,5698267,663380,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"352","cf4dc22b-15fa-4dd7-8d71-f76491b1ed10","d9e8a647-5708-4310-ba16-7fbb876ccaca","4720d4a6-13c4-40e3-8b82-512b14a31d3b","2025-10-06T13:55:15.000Z","2025-10-06T16:41:41.000Z",1,1,NA,NA,NA,50,"2025-10-06T13:54:40.000Z","2025-10-06T16:41:39.000Z","QI","QI",9.6,"Alnus sp (Alder)",NA,51.411999,-0.650722,6,5698261,663373,"30U","","2025-10-06T13:51:00.000Z","2025-10-06T16:41:38.000Z","4 T1 P5","4","06/10/2025","Gunnes's Thicket","T1","P5",51.411984,-0.650659,6,5698259,663377,"30U",95,4,40,"Carex","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cf4dc22b-15fa-4dd7-8d71-f76491b1ed10_1759758640.jpg"
"353","d282e5f5-39d9-4753-b871-9b9f83bac727","13654beb-6a25-4247-9786-c253e96a5618","e25e989e-d53d-4e08-9c65-26b181dde13e","2025-10-06T14:22:41.000Z","2025-10-06T15:35:53.000Z",3,3,12,12,42,40,"2025-10-06T14:20:52.000Z","2025-10-06T15:35:49.000Z","QI","QI",4,"Betula pendula (Silver Birch)",NA,51.412841,-0.651655,5,5698352,663305,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=13654beb-6a25-4247-9786-c253e96a5618_1759760447.jpg","2025-10-06T13:38:33.000Z","2025-10-06T15:35:47.000Z","2 T2 P5","2","06/10/2025","Mann's Copse","T2","P5",51.4128,-0.651627,4,5698348,663307,"30U",60,3,14,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d282e5f5-39d9-4753-b871-9b9f83bac727_1759757910.jpg"
"354","d282e5f5-39d9-4753-b871-9b9f83bac727","13654beb-6a25-4247-9786-c253e96a5618","708a1e79-9517-4039-9772-57eec819d780","2025-10-06T14:21:40.000Z","2025-10-06T15:35:52.000Z",2,2,12,12,42,30,"2025-10-06T14:20:52.000Z","2025-10-06T15:35:49.000Z","QI","QI",4,"Betula pendula (Silver Birch)",NA,51.412841,-0.651655,5,5698352,663305,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=13654beb-6a25-4247-9786-c253e96a5618_1759760447.jpg","2025-10-06T13:38:33.000Z","2025-10-06T15:35:47.000Z","2 T2 P5","2","06/10/2025","Mann's Copse","T2","P5",51.4128,-0.651627,4,5698348,663307,"30U",60,3,14,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d282e5f5-39d9-4753-b871-9b9f83bac727_1759757910.jpg"
"355","d282e5f5-39d9-4753-b871-9b9f83bac727","13654beb-6a25-4247-9786-c253e96a5618","bb4cc6a0-1c8c-4957-9490-2d41d69252c5","2025-10-06T14:23:34.000Z","2025-10-06T15:35:57.000Z",5,5,12,12,42,45,"2025-10-06T14:20:52.000Z","2025-10-06T15:35:49.000Z","QI","QI",4,"Betula pendula (Silver Birch)",NA,51.412841,-0.651655,5,5698352,663305,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=13654beb-6a25-4247-9786-c253e96a5618_1759760447.jpg","2025-10-06T13:38:33.000Z","2025-10-06T15:35:47.000Z","2 T2 P5","2","06/10/2025","Mann's Copse","T2","P5",51.4128,-0.651627,4,5698348,663307,"30U",60,3,14,"Moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d282e5f5-39d9-4753-b871-9b9f83bac727_1759757910.jpg"
